From,To,Distance
BEL,MAL,10265
BEL,SIN,10588
BEL,BRU,11038
BEL,PHI,10594
BEL,INS,11405
BEL,ETM,12925
BEL,AUL,16717
BEL,PNG,14314
BEL,NEW,18757
BEL,VAN,15908
BEL,SOL,14772
BEL,FJI,16401
BEL,MSI,13249
BEL,PAL,12010
BEL,FSM,13187
BEL,WSM,15803
LUX,USA,6381
LUX,CAN,5845
LUX,BHM,7424
LUX,CUB,7955
LUX,HAI,7613
LUX,DOM,7460
LUX,JAM,7989
LUX,TRI,7490
LUX,BAR,7152
LUX,DMA,7251
LUX,GRN,7391
LUX,SLU,7205
LUX,SVG,7263
LUX,AAB,6990
LUX,SKN,7035
LUX,BLZ,8831
LUX,MEX,9404
LUX,GUA,9231
LUX,HON,9052
LUX,SAL,9209
LUX,NIC,9150
LUX,COS,9179
LUX,PAN,8929
LUX,COL,8912
LUX,VEN,7945
LUX,GUY,7564
LUX,SUR,7480
LUX,ECU,9616
LUX,PER,10535
LUX,BRA,8916
LUX,BOL,10266
LUX,PAR,10406
LUX,CHL,11894
LUX,ARG,11271
LUX,URU,11149
LUX,UK,449
LUX,IRE,939
LUX,NTH,270
LUX,BEL,136
LUX,FRN,336
LUX,MNC,675
LUX,LIE,379
LUX,SWZ,415
LUX,SPN,1325
LUX,AND,882
LUX,POR,1780
LUX,GMY,574
LUX,GFR,80
LUX,GDR,574
LUX,POL,1079
LUX,AUH,767
LUX,AUS,767
LUX,HUN,1003
LUX,CZE,597
LUX,CZR,597
LUX,SLO,826
LUX,ITA,1087
LUX,SNM,817
LUX,MLT,1689
LUX,ALB,1433
LUX,SER,1254
LUX,MNG,1293
LUX,MAC,1461
LUX,CRO,902
LUX,YUG,1254
LUX,BOS,1198
LUX,SLV,747
LUX,GRC,1907
LUX,CYP,2741
LUX,BUL,1573
LUX,MLD,1694
LUX,RUM,1640
LUX,RUS,2195
LUX,EST,1572
LUX,LAT,1391
LUX,LIT,1404
LUX,UKR,1734
LUX,BLR,1529
LUX,ARM,3166
LUX,GRG,3186
LUX,AZE,3546
LUX,FIN,1640
LUX,SWD,1281
LUX,NOR,1078
LUX,DEN,730
LUX,ICE,2283
LUX,CAP,4627
LUX,STP,5418
LUX,GNB,4741
LUX,EQG,5319
LUX,GAM,4578
LUX,MLI,4384
LUX,SEN,4509
LUX,BEN,4867
LUX,MAA,4043
LUX,NIR,4095
LUX,CDI,4970
LUX,GUI,4881
LUX,BFO,4250
LUX,LBR,5111
LUX,SIE,4975
LUX,GHA,4999
LUX,TOG,4882
LUX,CAO,5210
LUX,NIG,4863
LUX,GAB,5534
LUX,CEN,5215
LUX,CHA,4270
LUX,CON,6041
LUX,DRC,6041
LUX,UGA,6066
LUX,KEN,6355
LUX,TAZ,6980
LUX,ZAN,6983
LUX,BUI,6272
LUX,RWA,6097
LUX,SOM,6463
LUX,DJI,5421
LUX,ETH,5432
LUX,ERI,4829
LUX,ANG,6463
LUX,MZM,8820
LUX,ZAM,7527
LUX,ZIM,7817
LUX,MAW,7483
LUX,SAF,8598
LUX,TRA,8598
LUX,OFS,8985
LUX,NAM,8049
LUX,LES,8996
LUX,BOT,8432
LUX,SWA,8776
LUX,MAG,8569
LUX,COM,7665
LUX,MAS,9258
LUX,SEY,7675
LUX,MOR,2137
LUX,ALG,1540
LUX,TUN,1551
LUX,LIB,2048
LUX,SUD,4538
LUX,IRN,3986
LUX,TUR,2406
LUX,IRQ,3630
LUX,EGY,3041
LUX,SYR,3091
LUX,LEB,3034
LUX,JOR,3229
LUX,ISR,3080
LUX,SAU,4518
LUX,YAR,5156
LUX,YEM,5156
LUX,YPR,5480
LUX,KUW,4191
LUX,BAH,4656
LUX,QAT,4694
LUX,UAE,5036
LUX,OMA,5395
LUX,AFG,5322
LUX,TKM,4341
LUX,TAJ,5028
LUX,KYR,5177
LUX,UZB,4874
LUX,KZK,5287
LUX,CHN,8005
LUX,TBT,7192
LUX,MON,6839
LUX,TAW,9552
LUX,KOR,8747
LUX,PRK,8512
LUX,ROK,8747
LUX,JPN,9534
LUX,IND,6345
LUX,BHU,7296
LUX,PAK,5664
LUX,BNG,7671
LUX,MYA,8645
LUX,SRI,8315
LUX,NEP,6989
LUX,MAD,8081
LUX,THI,9202
LUX,CAM,9677
LUX,LAO,9014
LUX,VNM,9831
LUX,DRV,8899
LUX,RVN,9823
LUX,MAL,10139
LUX,SIN,10463
LUX,BRU,10925
LUX,PHI,10497
LUX,INS,11278
LUX,ETM,12812
LUX,AUL,16601
LUX,PNG,14236
LUX,NEW,18694
LUX,VAN,15874
LUX,SOL,14723
LUX,FJI,16410
LUX,MSI,13240
LUX,PAL,11926
LUX,FSM,13152
LUX,WSM,15791
FRN,USA,6194
FRN,CAN,5687
FRN,BHM,7180
FRN,CUB,7726
FRN,HAI,7343
FRN,DOM,7183
FRN,JAM,7729
FRN,TRI,7179
FRN,BAR,6841
FRN,DMA,6944
FRN,GRN,7083
FRN,SLU,6898
FRN,SVG,6955
FRN,AAB,6691
FRN,SKN,6738
FRN,BLZ,8602
FRN,MEX,9217
FRN,GUA,9001
FRN,HON,8811
FRN,SAL,8972
FRN,NIC,8901
FRN,COS,8918
FRN,PAN,8653
FRN,COL,8615
FRN,VEN,7643
FRN,GUY,7242
FRN,SUR,7153
FRN,ECU,9320
FRN,PER,10218
FRN,BRA,8583
FRN,BOL,9935
FRN,PAR,10071
FRN,CHL,11558
FRN,ARG,10938
FRN,URU,10818
FRN,UK,365
FRN,IRE,822
FRN,NTH,474
FRN,BEL,266
FRN,LUX,336
FRN,MNC,622
FRN,LIE,549
FRN,SWZ,438
FRN,SPN,1012
FRN,AND,624
FRN,POR,1449
FRN,GMY,909
FRN,GFR,415
FRN,GDR,909
FRN,POL,1409
FRN,AUH,1039
FRN,AUS,1039
FRN,HUN,1265
FRN,CZE,911
FRN,CZR,911
FRN,SLO,1100
FRN,ITA,1127
FRN,SNM,914
FRN,MLT,1692
FRN,ALB,1583
FRN,SER,1465
FRN,MNG,1462
FRN,MAC,1644
FRN,CRO,1094
FRN,YUG,1465
FRN,BOS,1371
FRN,SLV,949
FRN,GRC,2053
FRN,CYP,2930
FRN,BUL,1771
FRN,MLD,1982
FRN,RUM,1884
FRN,RUS,2530
FRN,EST,1896
FRN,LAT,1726
FRN,LIT,1739
FRN,UKR,2050
FRN,BLR,1861
FRN,ARM,3438
FRN,GRG,3460
FRN,AZE,3832
FRN,FIN,1960
FRN,SWD,1589
FRN,NOR,1340
FRN,DEN,1044
FRN,ICE,2285
FRN,CAP,4298
FRN,STP,5251
FRN,GNB,4440
FRN,EQG,5174
FRN,GAM,4271
FRN,MLI,4116
FRN,SEN,4198
FRN,BEN,4671
FRN,MAA,3731
FRN,NIR,3893
FRN,CDI,4723
FRN,GUI,4590
FRN,BFO,4022
FRN,LBR,4837
FRN,SIE,4687
FRN,GHA,4787
FRN,TOG,4676
FRN,CAO,5077
FRN,NIG,4672
FRN,GAB,5384
FRN,CEN,5137
FRN,CHA,4177
FRN,CON,5928
FRN,DRC,5928
FRN,UGA,6077
FRN,KEN,6392
FRN,TAZ,7017
FRN,ZAN,7019
FRN,BUI,6255
FRN,RWA,6090
FRN,SOM,6561
FRN,DJI,5539
FRN,ETH,5513
FRN,ERI,4937
FRN,ANG,6331
FRN,MZM,8774
FRN,ZAM,7481
FRN,ZIM,7781
FRN,MAW,7470
FRN,SAF,8533
FRN,TRA,8533
FRN,OFS,8903
FRN,NAM,7929
FRN,LES,8919
FRN,BOT,8356
FRN,SWA,8724
FRN,MAG,8619
FRN,COM,7711
FRN,MAS,9350
FRN,SEY,7805
FRN,MOR,1833
FRN,ALG,1335
FRN,TUN,1478
FRN,LIB,2004
FRN,SUD,4601
FRN,IRN,4252
FRN,TUR,2628
FRN,IRQ,3861
FRN,EGY,3177
FRN,SYR,3282
FRN,LEB,3221
FRN,JOR,3404
FRN,ISR,3255
FRN,SAU,4712
FRN,YAR,5294
FRN,YEM,5294
FRN,YPR,5612
FRN,KUW,4415
FRN,BAH,4880
FRN,QAT,4915
FRN,UAE,5264
FRN,OMA,5633
FRN,AFG,5625
FRN,TKM,4632
FRN,TAJ,5340
FRN,KYR,5503
FRN,UZB,5193
FRN,KZK,5616
FRN,CHN,8337
FRN,TBT,7516
FRN,MON,7171
FRN,TAW,9887
FRN,KOR,9073
FRN,PRK,8838
FRN,ROK,9073
FRN,JPN,9846
FRN,IND,6648
FRN,BHU,7615
FRN,PAK,5970
FRN,BNG,7985
FRN,MYA,8957
FRN,SRI,8570
FRN,NEP,7303
FRN,MAD,8307
FRN,THI,9517
FRN,CAM,9995
FRN,LAO,9336
FRN,VNM,10152
FRN,DRV,9228
FRN,RVN,10144
FRN,MAL,10441
FRN,SIN,10766
FRN,BRU,11249
FRN,PHI,10831
FRN,INS,11574
FRN,ETM,13137
FRN,AUL,16920
FRN,PNG,14569
FRN,NEW,19020
FRN,VAN,16172
FRN,SOL,15037
FRN,FJI,16643
FRN,MSI,13505
FRN,PAL,12261
FRN,FSM,13452
FRN,WSM,16059
MNC,USA,6752
MNC,CAN,6271
MNC,BHM,7659
MNC,CUB,8227
MNC,HAI,7770
MNC,DOM,7596
MNC,JAM,8177
MNC,TRI,7481
MNC,BAR,7149
MNC,DMA,7268
MNC,GRN,7398
MNC,SLU,7223
MNC,SVG,7276
MNC,AAB,7044
MNC,SKN,7099
MNC,BLZ,9102
MNC,MEX,9768
MNC,GUA,9498
MNC,HON,9291
MNC,SAL,9459
MNC,NIC,9365
MNC,COS,9360
MNC,PAN,9064
MNC,COL,8966
MNC,VEN,7981
MNC,GUY,7494
MNC,SUR,7372
MNC,ECU,9670
MNC,PER,10479
MNC,BRA,8592
MNC,BOL,10104
MNC,PAR,10097
MNC,CHL,11622
MNC,ARG,10911
MNC,URU,10774
MNC,UK,977
MNC,IRE,1443
MNC,NTH,942
MNC,BEL,743
MNC,LUX,675
MNC,FRN,622
MNC,LIE,416
MNC,SWZ,263
MNC,SPN,1002
MNC,AND,498
MNC,POR,1524
MNC,GMY,1029
MNC,GFR,704
MNC,GDR,1029
MNC,POL,1375
MNC,AUH,838
MNC,AUS,838
MNC,HUN,988
MNC,CZE,881
MNC,CZR,881
MNC,SLO,892
MNC,ITA,523
MNC,SNM,403
MNC,MLT,1070
MNC,ALB,1061
MNC,SER,1048
MNC,MNG,973
MNC,MAC,1163
MNC,CRO,699
MNC,YUG,1048
MNC,BOS,898
MNC,SLV,613
MNC,GRC,1505
MNC,CYP,2416
MNC,BUL,1308
MNC,MLD,1707
MNC,RUM,1500
MNC,RUS,2497
MNC,EST,2068
MNC,LAT,1815
MNC,LIT,1742
MNC,UKR,1880
MNC,BLR,1810
MNC,ARM,3071
MNC,GRG,3096
MNC,AZE,3495
MNC,FIN,2154
MNC,SWD,1847
MNC,NOR,1722
MNC,DEN,1311
MNC,ICE,2899
MNC,CAP,4270
MNC,STP,4749
MNC,GNB,4251
MNC,EQG,4645
MNC,GAM,4110
MNC,MLI,3816
MNC,SEN,4057
MNC,BEN,4213
MNC,MAA,3599
MNC,NIR,3446
MNC,CDI,4365
MNC,GUI,4359
MNC,BFO,3624
MNC,LBR,4552
MNC,SIE,4446
MNC,GHA,4357
MNC,TOG,4235
MNC,CAO,4535
MNC,NIG,4206
MNC,GAB,4861
MNC,CEN,4548
MNC,CHA,3599
MNC,CON,5367
MNC,DRC,5367
MNC,UGA,5456
MNC,KEN,5770
MNC,TAZ,6396
MNC,ZAN,6397
MNC,BUI,5639
MNC,RWA,5472
MNC,SOM,5953
MNC,DJI,4942
MNC,ETH,4900
MNC,ERI,4337
MNC,ANG,5787
MNC,MZM,8170
MNC,ZAM,6876
MNC,ZIM,7172
MNC,MAW,6854
MNC,SAF,7938
MNC,TRA,7938
MNC,OFS,8319
MNC,NAM,7374
MNC,LES,8331
MNC,BOT,7768
MNC,SWA,8123
MNC,MAG,7998
MNC,COM,7090
MNC,MAS,8738
MNC,SEY,7212
MNC,MOR,1708
MNC,ALG,929
MNC,TUN,880
MNC,LIB,1393
MNC,SUD,3984
MNC,IRN,3858
MNC,TUR,2172
MNC,IRQ,3397
MNC,EGY,2603
MNC,SYR,2767
MNC,LEB,2700
MNC,JOR,2867
MNC,ISR,2719
MNC,SAU,4188
MNC,YAR,4713
MNC,YEM,4713
MNC,YPR,5024
MNC,KUW,3935
MNC,BAH,4396
MNC,QAT,4426
MNC,UAE,4784
MNC,OMA,5170
MNC,AFG,5323
MNC,TKM,4303
MNC,TAJ,5081
MNC,KYR,5322
MNC,UZB,4972
MNC,KZK,5459
MNC,CHN,8366
MNC,TBT,7307
MNC,MON,7211
MNC,TAW,9855
MNC,KOR,9159
MNC,PRK,8929
MNC,ROK,9159
MNC,JPN,10013
MNC,IND,6339
MNC,BHU,7374
MNC,PAK,5682
MNC,BNG,7719
MNC,MYA,8677
MNC,SRI,8126
MNC,NEP,7035
MNC,MAD,7811
MNC,THI,9245
MNC,CAM,9740
MNC,LAO,9108
MNC,VNM,9908
MNC,DRV,9050
MNC,RVN,9899
MNC,MAL,10111
MNC,SIN,10438
MNC,BRU,11022
MNC,PHI,10720
MNC,INS,11221
MNC,ETM,12904
MNC,AUL,16613
MNC,PNG,14547
MNC,NEW,18929
MNC,VAN,16369
MNC,SOL,15171
MNC,FJI,17026
MNC,MSI,13824
MNC,PAL,12223
MNC,FSM,13658
MNC,WSM,16358
LIE,USA,6727
LIE,CAN,6205
LIE,BHM,7728
LIE,CUB,8273
LIE,HAI,7888
LIE,DOM,7726
LIE,JAM,8277
LIE,TRI,7692
LIE,BAR,7356
LIE,DMA,7465
LIE,GRN,7601
LIE,SLU,7420
LIE,SVG,7475
LIE,AAB,7220
LIE,SKN,7270
LIE,BLZ,9149
LIE,MEX,9751
LIE,GUA,9548
LIE,HON,9359
LIE,SAL,9520
LIE,NIC,9449
LIE,COS,9465
LIE,PAN,9197
LIE,COL,9145
LIE,VEN,8169
LIE,GUY,7736
LIE,SUR,7633
LIE,ECU,9850
LIE,PER,10719
LIE,BRA,8947
LIE,BOL,10394
LIE,PAR,10448
LIE,CHL,11961
LIE,ARG,11281
LIE,URU,11149
LIE,UK,806
LIE,IRE,1301
LIE,NTH,638
LIE,BEL,501
LIE,LUX,379
LIE,FRN,549
LIE,MNC,416
LIE,SWZ,205
LIE,SPN,1321
LIE,AND,818
LIE,POR,1826
LIE,GMY,613
LIE,GFR,366
LIE,GDR,613
LIE,POL,995
LIE,AUH,518
LIE,AUS,518
LIE,HUN,728
LIE,CZE,483
LIE,CZR,483
LIE,SLO,580
LIE,ITA,721
LIE,SNM,440
LIE,MLT,1327
LIE,ALB,1062
LIE,SER,918
LIE,MNG,929
LIE,MAC,1106
LIE,CRO,549
LIE,YUG,918
LIE,BOS,836
LIE,SLV,401
LIE,GRC,1537
LIE,CYP,2392
LIE,BUL,1228
LIE,MLD,1457
LIE,RUM,1336
LIE,RUS,2131
LIE,EST,1654
LIE,LAT,1410
LIE,LIT,1357
LIE,UKR,1568
LIE,BLR,1444
LIE,ARM,2897
LIE,GRG,2920
LIE,AZE,3298
LIE,FIN,1739
LIE,SWD,1432
LIE,NOR,1328
LIE,DEN,902
LIE,ICE,2660
LIE,CAP,4631
LIE,STP,5136
LIE,GNB,4653
LIE,EQG,5019
LIE,GAM,4506
LIE,MLI,4230
LIE,SEN,4449
LIE,BEN,4616
LIE,MAA,3988
LIE,NIR,3853
LIE,CDI,4781
LIE,GUI,4768
LIE,BFO,4038
LIE,LBR,4966
LIE,SIE,4856
LIE,GHA,4765
LIE,TOG,4642
LIE,CAO,4902
LIE,NIG,4607
LIE,GAB,5238
LIE,CEN,4873
LIE,CHA,3939
LIE,CON,5718
LIE,DRC,5718
LIE,UGA,5691
LIE,KEN,5977
LIE,TAZ,6602
LIE,ZAN,6604
LIE,BUI,5904
LIE,RWA,5727
LIE,SOM,6086
LIE,DJI,5047
LIE,ETH,5053
LIE,ERI,4453
LIE,ANG,6150
LIE,MZM,8459
LIE,ZAM,7169
LIE,ZIM,7455
LIE,MAW,7114
LIE,SAF,8245
LIE,TRA,8245
LIE,OFS,8640
LIE,NAM,7726
LIE,LES,8648
LIE,BOT,8084
LIE,SWA,8419
LIE,MAG,8190
LIE,COM,7286
LIE,MAS,8881
LIE,SEY,7304
LIE,MOR,2084
LIE,ALG,1345
LIE,TUN,1231
LIE,LIB,1702
LIE,SUD,4159
LIE,IRN,3708
LIE,TUR,2081
LIE,IRQ,3312
LIE,EGY,2670
LIE,SYR,2744
LIE,LEB,2684
LIE,JOR,2873
LIE,ISR,2724
LIE,SAU,4174
LIE,YAR,4787
LIE,YEM,4787
LIE,YPR,5109
LIE,KUW,3868
LIE,BAH,4333
LIE,QAT,4368
LIE,UAE,4716
LIE,OMA,5085
LIE,AFG,5104
LIE,TKM,4102
LIE,TAJ,4834
LIE,KYR,5032
LIE,UZB,4703
LIE,KZK,5157
LIE,CHN,7994
LIE,TBT,7035
LIE,MON,6835
LIE,TAW,9506
LIE,KOR,8772
LIE,PRK,8541
LIE,ROK,8772
LIE,JPN,9610
LIE,IND,6126
LIE,BHU,7120
LIE,PAK,5455
LIE,BNG,7480
LIE,MYA,8448
LIE,SRI,8022
LIE,NEP,6796
LIE,MAD,7760
LIE,THI,9011
LIE,CAM,9497
LIE,LAO,8848
LIE,VNM,9658
LIE,DRV,8764
LIE,RVN,9650
LIE,MAL,9916
LIE,SIN,10242
LIE,BRU,10763
LIE,PHI,10403
LIE,INS,11044
LIE,ETM,12651
LIE,AUL,16412
LIE,PNG,14200
LIE,NEW,18649
LIE,VAN,15967
LIE,SOL,14779
LIE,FJI,16610
LIE,MSI,13408
LIE,PAL,11878
LIE,FSM,13251
LIE,WSM,15943
SWZ,USA,6629
SWZ,CAN,6125
SWZ,BHM,7593
SWZ,CUB,8147
SWZ,HAI,7735
SWZ,DOM,7569
SWZ,JAM,8130
SWZ,TRI,7511
SWZ,BAR,7175
SWZ,DMA,7287
SWZ,GRN,7421
SWZ,SLU,7242
SWZ,SVG,7296
SWZ,AAB,7048
SWZ,SKN,7099
SWZ,BLZ,9023
SWZ,MEX,9652
SWZ,GUA,9421
SWZ,HON,9225
SWZ,SAL,9389
SWZ,NIC,9309
SWZ,COS,9317
SWZ,PAN,9039
SWZ,COL,8973
SWZ,VEN,7994
SWZ,GUY,7547
SWZ,SUR,7440
SWZ,ECU,9678
SWZ,PER,10531
SWZ,BRA,8742
SWZ,BOL,10195
SWZ,PAR,10243
SWZ,CHL,11756
SWZ,ARG,11076
SWZ,URU,10944
SWZ,UK,761
SWZ,IRE,1247
SWZ,NTH,684
SWZ,BEL,495
SWZ,LUX,415
SWZ,FRN,438
SWZ,MNC,263
SWZ,LIE,205
SWZ,SPN,1116
SWZ,AND,612
SWZ,POR,1623
SWZ,GMY,799
SWZ,GFR,441
SWZ,GDR,799
SWZ,POL,1201
SWZ,AUH,713
SWZ,AUS,713
SWZ,HUN,909
SWZ,CZE,687
SWZ,CZR,687
SWZ,SLO,774
SWZ,ITA,703
SWZ,SNM,476
SWZ,MLT,1292
SWZ,ALB,1148
SWZ,SER,1056
SWZ,MNG,1032
SWZ,MAC,1218
SWZ,CRO,683
SWZ,YUG,1056
SWZ,BOS,944
SWZ,SLV,553
SWZ,GRC,1616
SWZ,CYP,2500
SWZ,BUL,1351
SWZ,MLD,1641
SWZ,RUM,1492
SWZ,RUS,2337
SWZ,EST,1844
SWZ,LAT,1609
SWZ,LIT,1562
SWZ,UKR,1767
SWZ,BLR,1650
SWZ,ARM,3063
SWZ,GRG,3086
SWZ,AZE,3472
SWZ,FIN,1926
SWZ,SWD,1603
SWZ,NOR,1462
SWZ,DEN,1060
SWZ,ICE,2669
SWZ,CAP,4426
SWZ,STP,5012
SWZ,GNB,4456
SWZ,EQG,4907
SWZ,GAM,4307
SWZ,MLI,4048
SWZ,SEN,4248
SWZ,BEN,4473
SWZ,MAA,3786
SWZ,NIR,3705
SWZ,CDI,4611
SWZ,GUI,4576
SWZ,BFO,3876
SWZ,LBR,4782
SWZ,SIE,4666
SWZ,GHA,4614
SWZ,TOG,4494
SWZ,CAO,4797
SWZ,NIG,4467
SWZ,GAB,5124
SWZ,CEN,4801
SWZ,CHA,3856
SWZ,CON,5627
SWZ,DRC,5627
SWZ,UGA,5678
SWZ,KEN,5980
SWZ,TAZ,6606
SWZ,ZAN,6608
SWZ,BUI,5873
SWZ,RWA,5702
SWZ,SOM,6129
SWZ,DJI,5103
SWZ,ETH,5085
SWZ,ERI,4503
SWZ,ANG,6049
SWZ,MZM,8413
SWZ,ZAM,7120
SWZ,ZIM,7413
SWZ,MAW,7087
SWZ,SAF,8187
SWZ,TRA,8187
SWZ,OFS,8572
SWZ,NAM,7634
SWZ,LES,8583
SWZ,BOT,8020
SWZ,SWA,8368
SWZ,MAG,8202
SWZ,COM,7296
SWZ,MAS,8920
SWZ,SEY,7368
SWZ,MOR,1880
SWZ,ALG,1170
SWZ,TUN,1136
SWZ,LIB,1638
SWZ,SUD,4178
SWZ,IRN,3867
SWZ,TUR,2214
SWZ,IRQ,3447
SWZ,EGY,2739
SWZ,SYR,2853
SWZ,LEB,2790
SWZ,JOR,2970
SWZ,ISR,2821
SWZ,SAU,4282
SWZ,YAR,4857
SWZ,YEM,4857
SWZ,YPR,5174
SWZ,KUW,3997
SWZ,BAH,4461
SWZ,QAT,4494
SWZ,UAE,4847
SWZ,OMA,5222
SWZ,AFG,5286
SWZ,TKM,4278
SWZ,TAJ,5023
SWZ,KYR,5229
SWZ,UZB,4896
SWZ,KZK,5357
SWZ,CHN,8199
SWZ,TBT,7229
SWZ,MON,7040
SWZ,TAW,9711
SWZ,KOR,8975
SWZ,PRK,8743
SWZ,ROK,8975
SWZ,JPN,9807
SWZ,IND,6306
SWZ,BHU,7311
SWZ,PAK,5638
SWZ,BNG,7667
SWZ,MYA,8633
SWZ,SRI,8168
SWZ,NEP,6984
SWZ,MAD,7886
SWZ,THI,9198
SWZ,CAM,9686
SWZ,LAO,9041
SWZ,VNM,9849
SWZ,DRV,8962
SWZ,RVN,9840
SWZ,MAL,10093
SWZ,SIN,10419
SWZ,BRU,10956
SWZ,PHI,10606
SWZ,INS,11215
SWZ,ETM,12843
SWZ,AUL,16593
SWZ,PNG,14406
SWZ,NEW,18851
SWZ,VAN,16163
SWZ,SOL,14980
SWZ,FJI,16778
SWZ,MSI,13584
SWZ,PAL,12084
SWZ,FSM,13444
SWZ,WSM,16126
SPN,USA,6105
SPN,CAN,5712
SPN,BHM,6842
SPN,CUB,7440
SPN,HAI,6888
SPN,DOM,6700
SPN,JAM,7314
SPN,TRI,6509
SPN,BAR,6180
SPN,DMA,6306
SPN,GRN,6432
SPN,SLU,6263
SPN,SVG,6313
SPN,AAB,6101
SPN,SKN,6162
SPN,BLZ,8305
SPN,MEX,9071
SPN,GUA,8694
SPN,HON,8462
SPN,SAL,8640
SPN,NIC,8516
SPN,COS,8483
SPN,PAN,8157
SPN,COL,8014
SPN,VEN,7025
SPN,GUY,6503
SPN,SUR,6375
SPN,ECU,8715
SPN,PER,9486
SPN,BRA,7628
SPN,BOL,9102
SPN,PAR,9127
SPN,CHL,10640
SPN,ARG,9968
SPN,URU,9840
SPN,UK,1258
SPN,IRE,1457
SPN,NTH,1482
SPN,BEL,1278
SPN,LUX,1325
SPN,FRN,1012
SPN,MNC,1002
SPN,LIE,1321
SPN,SWZ,1116
SPN,AND,510
SPN,POR,523
SPN,GMY,1870
SPN,GFR,1398
SPN,GDR,1870
SPN,POL,2314
SPN,AUH,1819
SPN,AUS,1819
SPN,HUN,1987
SPN,CZE,1798
SPN,CZR,1798
SPN,SLO,1877
SPN,ITA,1382
SPN,SNM,1390
SPN,MLT,1663
SPN,ALB,1981
SPN,SER,2035
SPN,MNG,1928
SPN,MAC,2113
SPN,CRO,1699
SPN,YUG,2035
SPN,BOS,1868
SPN,SLV,1612
SPN,GRC,2361
SPN,CYP,3284
SPN,BUL,2264
SPN,MLD,2708
SPN,RUM,2487
SPN,RUS,3452
SPN,EST,2896
SPN,LAT,2697
SPN,LIT,2671
SPN,UKR,2872
SPN,BLR,2765
SPN,ARM,4046
SPN,GRG,4072
SPN,AZE,4479
SPN,FIN,2965
SPN,SWD,2600
SPN,NOR,2344
SPN,DEN,2052
SPN,ICE,2910
SPN,CAP,3317
SPN,STP,4471
SPN,GNB,3429
SPN,EQG,4447
SPN,GAM,3258
SPN,MLI,3139
SPN,SEN,3186
SPN,BEN,3831
SPN,MAA,2719
SPN,NIR,3054
SPN,CDI,3778
SPN,GUI,3584
SPN,BFO,3121
SPN,LBR,3847
SPN,SIE,3683
SPN,GHA,3908
SPN,TOG,3813
SPN,CAO,4382
SPN,NIG,3842
SPN,GAB,4643
SPN,CEN,4587
SPN,CHA,3613
SPN,CON,5269
SPN,DRC,5269
SPN,UGA,5757
SPN,KEN,6137
SPN,TAZ,6752
SPN,ZAN,6750
SPN,BUI,5848
SPN,RWA,5716
SPN,SOM,6486
SPN,DJI,5554
SPN,ETH,5415
SPN,ERI,4941
SPN,ANG,5621
SPN,MZM,8247
SPN,ZAM,6969
SPN,ZIM,7292
SPN,MAW,7051
SPN,SAF,7958
SPN,TRA,7958
SPN,OFS,8282
SPN,NAM,7227
SPN,LES,8309
SPN,BOT,7757
SPN,SWA,8180
SPN,MAG,8360
SPN,COM,7458
SPN,MAS,9206
SPN,SEY,7808
SPN,MOR,822
SPN,ALG,731
SPN,TUN,1286
SPN,LIB,1769
SPN,SUD,4479
SPN,IRN,4813
SPN,TUR,3106
SPN,IRQ,4304
SPN,EGY,3350
SPN,SYR,3623
SPN,LEB,3550
SPN,JOR,3688
SPN,ISR,3544
SPN,SAU,5003
SPN,YAR,5385
SPN,YEM,5385
SPN,YPR,5670
SPN,KUW,4817
SPN,BAH,5267
SPN,QAT,5291
SPN,UAE,5655
SPN,OMA,6057
SPN,AFG,6312
SPN,TKM,5286
SPN,TAJ,6079
SPN,KYR,6323
SPN,UZB,5973
SPN,KZK,6458
SPN,CHN,9307
SPN,TBT,8308
SPN,MON,8145
SPN,TAW,10827
SPN,KOR,10066
SPN,PRK,9832
SPN,ROK,10066
SPN,JPN,10857
SPN,IND,7323
SPN,BHU,8373
SPN,PAK,6673
SPN,BNG,8712
SPN,MYA,9666
SPN,SRI,9013
SPN,NEP,8029
SPN,MAD,8636
SPN,THI,10236
SPN,CAM,10734
SPN,LAO,10107
SPN,VNM,10904
SPN,DRV,10052
SPN,RVN,10895
SPN,MAL,11078
SPN,SIN,11404
SPN,BRU,12019
SPN,PHI,11715
SPN,INS,12171
SPN,ETM,13899
SPN,AUL,17555
SPN,PNG,15521
SPN,NEW,19835
SPN,VAN,17182
SPN,SOL,16047
SPN,FJI,17545
SPN,MSI,14485
SPN,PAL,13200
SPN,FSM,14464
SPN,WSM,17036
AND,USA,6383
AND,CAN,5939
AND,BHM,7221
AND,CUB,7802
AND,HAI,7307
AND,DOM,7127
AND,JAM,7721
AND,TRI,6988
AND,BAR,6656
AND,DMA,6777
AND,GRN,6906
AND,SLU,6733
AND,SVG,6785
AND,AAB,6558
AND,SKN,6616
AND,BLZ,8673
AND,MEX,9383
AND,GUA,9067
AND,HON,8850
AND,SAL,9022
AND,NIC,8916
AND,COS,8900
AND,PAN,8592
AND,COL,8479
AND,VEN,7492
AND,GUY,6996
AND,SUR,6875
AND,ECU,9181
AND,PER,9981
AND,BRA,8130
AND,BOL,9610
AND,PAR,9632
AND,CHL,11148
AND,ARG,10464
AND,URU,10333
AND,UK,955
AND,IRE,1307
AND,NTH,1088
AND,BEL,870
AND,LUX,882
AND,FRN,624
AND,MNC,498
AND,LIE,818
AND,SWZ,612
AND,SPN,510
AND,POR,1029
AND,GMY,1391
AND,GFR,946
